id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipocencom,nom_cencom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipounieco,latitud,longitud,fecha_alta,localidad_id_analisis,localidad_analisis,poligono_id_analisis,metodo_recorte,criterio_recorte,texto_normalizado,codigo_scian_normalizado,keywords_detectadas,terminos_detectados,grupos_detectados,codigos_regla_detectados,evidencias_detectadas,reglas_activadas,regla_decisiva,categoria_clasificacion,decision_clasificacion,relevancia_ambiental,explicacion_decision,exclusion_fuerte,exclusion_condicional,exclusion_condicional_superada,version_filtro
12301257,21074236221000031000000000U3,SERVICIO DE MANTENIMIENTO INDUSTRIAL,,236221,"Edificaci�n de inmuebles comerciales y de servicios, excepto la supervisi�n",0 a 5 personas,PRIVADA,NINGUNO,CALLE,NINGUNO,PRIVADA,DIVISION DEL NORTE,CALLE,10 DE SEPTIEMBRE,,SN,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,059,2221351477,RAULLOPEZR1555@HOTMAIL.COM,,Fijo,19.21970426,-98.38229661,2026-04,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"servicio de mantenimiento industrial | | edificaci�n de inmuebles comerciales y de servicios, excepto la supervisi�n",236221,kw089,industrial,candidate_textile|industrial,,kw089:industrial,base_texto_textil,exc_coincidencia_generica_no_textil,excluir_coincidencia_generica_no_textil,EXCLUIR,excluir,EXCLUIR: Palabra genérica como elaboración o industrial sin código ni evidencia textil; regla decisiva exc_coincidencia_generica_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1
9769559,21074236221000021000000000U4,MANTENIMIENTO INDUSTRIAL,,236221,"Edificaci�n de inmuebles comerciales y de servicios, excepto la supervisi�n",0 a 5 personas,CALLE,10 DE SEPTIEMBRE,CALLE,NINGUNO,PRIVADA,DIVISION DEL NORTE,OTRO(ESPECIFIQUE),NINGUNO,,SN,,,2,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,059,2221351477,RAULLOPEZR1555@HOTMAIL.COM,,Fijo,19.21972755,-98.38232332,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"mantenimiento industrial | | edificaci�n de inmuebles comerciales y de servicios, excepto la supervisi�n",236221,kw089,industrial,candidate_textile|industrial,,kw089:industrial,base_texto_textil,exc_coincidencia_generica_no_textil,excluir_coincidencia_generica_no_textil,EXCLUIR,excluir,EXCLUIR: Palabra genérica como elaboración o industrial sin código ni evidencia textil; regla decisiva exc_coincidencia_generica_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1
11444709,21074221312000021000000000U8,AGUA POTABLE COAPAXAL,PRESIDENCIA AUXILIAR,221312,"Captaci�n, tratamiento y suministro de agua realizados por el sector p�blico",6 a 10 personas,CALLE,PROVIDENCIA,CALLEJON,Callej�n del Refugio,CALLE,Reforma,CALLE,Calle del Refugio,17,,,,,,COLONIA,PRIMER SECCION,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,001,,,,Fijo,19.21253062,-98.38241370000001,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"agua potable coapaxal | presidencia auxiliar | captaci�n, tratamiento y suministro de agua realizados por el sector p�blico",221312,kw055|kw173,tratamiento|agua potable,candidate_textile|excluded_activity|excluded_name|non_textile|wash_generic,,kw055:tratamiento|kw173:agua potable,base_texto_textil|exc_actividad_no_objetivo|exc_comercio_o_giro_no_textil,exc_actividad_no_objetivo,excluir_actividad_no_objetivo,EXCLUIR,excluir,EXCLUIR: Giro no textil o exclusión inequívoca; regla decisiva exc_actividad_no_objetivo; 0 coincidencias SCIAN y 2 coincidencias textuales.,True,True,False,v1
9306275,21074461110008801010000000U2,BODEGA SIN NOMBRE,,311513,Elaboraci�n de derivados y fermentos l�cteos,0 a 5 personas,CALLE,CALLE DEL REFUGIO,PRIVADA,NINGUNO,CALLEJON,CALLEJON DEL REFUGIO,CALLE,PROVIDENCIA,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,005,2272762567,,,Fijo,19.21396059,-98.38285891000001,2020-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,bodega sin nombre | | elaboraci�n de derivados y fermentos l�cteos,311513,kw181,bodega,excluded_name,,kw181:bodega,exc_comercio_o_giro_no_textil,exc_comercio_o_giro_no_textil,excluir_comercio,EXCLUIR,excluir,EXCLUIR: Comercio o nombre excluido sin evidencia productiva que lo supere; regla decisiva exc_comercio_o_giro_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,True,False,v1
11095940,21074311830002021000000000U8,BODEGA DE TORTILLERIA CASTILLO,,311830,Elaboraci�n de tortillas de ma�z y molienda de nixtamal,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,PALMA,CALLE,VENUSTIANO CARRANZA,CALLE,IXTACUIXTLA SUR,42,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,002,,,,Fijo,19.2076334,-98.38275907,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,bodega de tortilleria castillo | | elaboraci�n de tortillas de ma�z y molienda de nixtamal,311830,kw181,bodega,excluded_name,,kw181:bodega,exc_comercio_o_giro_no_textil,exc_comercio_o_giro_no_textil,excluir_comercio,EXCLUIR,excluir,EXCLUIR: Comercio o nombre excluido sin evidencia productiva que lo supere; regla decisiva exc_comercio_o_giro_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,True,False,v1
11155463,21074315223000831000000000U6,BODEGA,,315223,Confecci�n en serie de uniformes,0 a 5 personas,CALLE,PRIMERO DE MAYO,PRIVADA,10 DE MAYO,CERRADA,3 DE MAYO,CALLE,16 DE SEPTIEMBRE,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,031,,,,Fijo,19.21128896,-98.37576557,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,bodega | | confecci�n en serie de uniformes,315223,kw181,bodega,excluded_name,315,SCIAN:315:textile_manufacturing|kw181:bodega,base_saic_textil|exc_comercio_o_giro_no_textil,exc_comercio_o_giro_no_textil,excluir_comercio,EXCLUIR,excluir,EXCLUIR: Comercio o nombre excluido sin evidencia productiva que lo supere; regla decisiva exc_comercio_o_giro_no_textil; 1 coincidencias SCIAN y 1 coincidencias textuales.,False,True,False,v1
11643132,21074311812000691000000000U8,ELABORACION DE PAN,,311812,Panificaci�n tradicional,0 a 5 personas,PRIVADA,NINGUNO,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,REAL DE LA POSTA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,007,,,,Fijo,19.21482302,-98.37576016,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,elaboracion de pan | | panificaci�n tradicional,311812,kw085,elaboracion,candidate_textile|production,,kw085:elaboracion,base_texto_textil,exc_coincidencia_generica_no_textil,excluir_coincidencia_generica_no_textil,EXCLUIR,excluir,EXCLUIR: Palabra genérica como elaboración o industrial sin código ni evidencia textil; regla decisiva exc_coincidencia_generica_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1
10416991,21074311520000301000000000U3,ELABORACION DE PALETAS DE HIELO,,311520,Elaboraci�n de helados y paletas,0 a 5 personas,CALLE,PERITAS,CALLE,VIOLETAS PONIENTE,CALLE,DOMINGO ARENAS,CALLE,MELCHOR OCAMPO,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCP,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,016,,,,Fijo,19.21150628,-98.38440314,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,elaboracion de paletas de hielo | | elaboraci�n de helados y paletas,311520,kw085,elaboracion,candidate_textile|production,,kw085:elaboracion,base_texto_textil,exc_coincidencia_generica_no_textil,excluir_coincidencia_generica_no_textil,EXCLUIR,excluir,EXCLUIR: Palabra genérica como elaboración o industrial sin código ni evidencia textil; regla decisiva exc_coincidencia_generica_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1
9663012,21074311513000291000000000U1,ELABORACION DE QUESO SIN NOMBRE,,311513,Elaboraci�n de derivados y fermentos l�cteos,0 a 5 personas,CALLE,AQUILES SERDAN NORTE,CALLE,VIOLETAS PONIENTE,CALLE,AQUILES SERDAN SUR,CALLE,ADOLFO LOPEZ MATEOS,102,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,022,,,,Fijo,19.21268104,-98.38579836999999,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,elaboracion de queso sin nombre | | elaboraci�n de derivados y fermentos l�cteos,311513,kw085,elaboracion,candidate_textile|production,,kw085:elaboracion,base_texto_textil,exc_coincidencia_generica_no_textil,excluir_coincidencia_generica_no_textil,EXCLUIR,excluir,EXCLUIR: Palabra genérica como elaboración o industrial sin código ni evidencia textil; regla decisiva exc_coincidencia_generica_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1
3326102,21074311513000101001000000U2,ELABORACION DE QUESO REDONDO,,311513,Elaboraci�n de derivados y fermentos l�cteos,6 a 10 personas,CALLE,CANAL,CALLE,NINGUNO,BOULEVARD,RIO XOCHIAC,CALLE,CANAL,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,029,,,,Fijo,19.21637618,-98.38727845,2014-12,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,elaboracion de queso redondo | | elaboraci�n de derivados y fermentos l�cteos,311513,kw085,elaboracion,candidate_textile|production,,kw085:elaboracion,base_texto_textil,exc_coincidencia_generica_no_textil,excluir_coincidencia_generica_no_textil,EXCLUIR,excluir,EXCLUIR: Palabra genérica como elaboración o industrial sin código ni evidencia textil; regla decisiva exc_coincidencia_generica_no_textil; 0 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1
