d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica
9769559,21074236221000021000000000U4,MANTENIMIENTO INDUSTRIAL,,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",0 a 5 personas,CALLE,10 DE SEPTIEMBRE,CALLE,NINGUNO,PRIVADA,DIVISION DEL NORTE,OTRO(ESPECIFIQUE),NINGUNO,,SN,,,2,,COLONIA,SANTA CRUZ,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,059,2221351477,RAULLOPEZR1555@HOTMAIL.COM,,Fijo,19.21972755,-98.38232332,2024-11,False,True,False,False,False,False,True,False,False,False,False,False,REVISAR,SIN_EVIDENCIA
12301257,21074236221000031000000000U3,SERVICIO DE MANTENIMIENTO INDUSTRIAL,,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",0 a 5 personas,PRIVADA,NINGUNO,CALLE,NINGUNO,PRIVADA,DIVISION DEL NORTE,CALLE,10 DE SEPTIEMBRE,,SN,,,,,COLONIA,SANTA CRUZ,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,059,2221351477,RAULLOPEZR1555@HOTMAIL.COM,,Fijo,19.21970426,-98.38229661,2026-04,False,True,False,False,False,False,True,False,False,False,False,False,REVISAR,SIN_EVIDENCIA
10122585,21074315223000971000000000U0,ALEJANDRO GARITA JUAREZ,DESHEBRADO DE PANTALON,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,LOS REYES,CALLE,LA PIEDAD,CALLE,CALLE DEL CARMEN,CALLE,JUAN PIZACO,33,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,049,,,,Fijo,19.2090004,-98.37746816,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR
11382766,21074315229002732000000000U1,ARTEMIO GARCIA SERRANO,MARQUILLA DE PANTALON,315229,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLEJON,CALLEJON DE LA INDUSTRIA,CALLE,DONATO GUERRA,CALLE,INDEPENDENCIA,CALLE,PROVIDENCIA,3,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,007,2482144489,,,Fijo,19.21129201,-98.38151913,2024-11,True,True,True,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
11155463,21074315223000831000000000U6,BODEGA,,315223,Confección en serie de uniformes,0 a 5 personas,CALLE,PRIMERO DE MAYO,PRIVADA,10 DE MAYO,CERRADA,3 DE MAYO,CALLE,16 DE SEPTIEMBRE,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,031,,,,Fijo,19.21128896,-98.37576557,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
11221708,21074315223001071000000000U8,BOLSA TRACERA,,315223,Confección en serie de uniformes,0 a 5 personas,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,PRIMERO DE MAYO,CALLE,CARRIL A DE AGUA SANTA,30,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,025,,,,Fijo,19.2130382,-98.37426874,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
9926222,21074314991000291000000000U6,BORDADO,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MELCHOR OCAMPO,CALLE,PRIMAVERA,CALLE,REAL DE LA POSTA,CALLE,RIO XOCHIAC,12,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,007,2271155752,,,Fijo,19.2169657,-98.37573714,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA
9827043,21074314991000301000000000U3,BORDADO DE SERVILLETAS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CARRIL A DE AGUA SANTA,PRIVADA,GUADALUPE,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,025,2224857048,,,Fijo,19.20957455,-98.37465899,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA
10178860,21074314991000321000000000U1,BORDADORA SIN NOMBRE,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,RAFAEL ESPINOSA FLORES,CALLE,PORFIRIO DIAZ,CALLE,AQUILES SERDAN SUR,PRIVADA,CHAPULTEPEC,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,017,,,,Fijo,19.20481154,-98.38520812,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
11137575,21074314991000311000000000U2,BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,16 DE SEPTIEMBRE,CALLE,IXTACUIXTLA NORTE,CALLE,ZARAGOZA,CALLE,IXTACUIXTLA NORTE,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,020,2482252082,,,Fijo,19.21195405,-98.37814439,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA
