d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica,evidencia_hidrica_original,fuente_universo_hidrico,fuente_evidencia_hidrica,id_denue_origen_mh
10964436,21119812210001991000000000U5,LAVANDERIA M,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,2 ORIENTE,PRIVADA,2 ORIENTE,CALLE,2 NORTE,AVENIDA,MAXIMINO AVILA CAMACHO,7,,,,,,COLONIA,CENTRO,,,,72810,21,PUEBLA,119,San Andrés Cholula,0001,San Andrés Cholula,0207,017,,,,Fijo,19.05143139,-98.29816394,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3475732,21114812210011691000000000U0,LAVANDERIA M.R.,,812210,Lavanderías y tintorerías,0 a 5 personas,PROLONGACION,LOPEZ RAYON,CALLE,XOLOC,CALLE,FUNDADORES,PROLONGACION,MELCHOR OCAMPO,2,,,,5,,COLONIA,IGNACIO ROMERO VARGAS,,,,72120,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3313,019,,,,Fijo,19.08323596,-98.24859906,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10876257,21074812210000751000000000U1,LAVANDERIA MA & MA,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,EL REBOZO,CALLE,VIOLETAS PONIENTE,CALLE,DOMINGO ARENAS,CALLE,PERITAS,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,017,2271099351,,,Fijo,19.21136579,-98.38497712,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
9824246,21114812210020731000000000U3,LAVANDERIA MAESTRO LIMPIO,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,PRINCIPAL DE LA RESURRECCION,CALLE,DURAZNO,CALLE,CHIRIMOYA,AVENIDA,LOS LAURELES,,SN,,,,,COLONIA,BOSQUES DE MANZANILLA,,,,72307,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1675,003,2224734493,,,Fijo,19.0611663,-98.14736397,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3427213,21074812210000342001000000U9,LAVANDERIA MAGALY,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,IXTACUIXTLA SUR,CALLE,PALMA,CALLE,VENUSTIANO CARRANZA,CALLE,PORFIRIO DIAZ,,SN,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,002,,,,Fijo,19.20645951,-98.37919106,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10185110,21132812210001541000000000U1,LAVANDERIA MAGIC CLEAN,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,AVENIDA,REFORMA,CALLE,MEXICO,PRIVADA,NINGUNO,,SN,,,,,PUEBLO,SAN LUCAS ATOYATENCO,,,,74120,21,PUEBLA,132,San Martín Texmelucan,0001,San Martín Texmelucan de Labastida,0389,003,2482167644,,,Fijo,19.27536684,-98.41589511,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10036184,21119812210002101000000000U0,LAVANDERIA MAGIC CLEAN,LAVANDERIA MAGIC CLEAN,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,MANZANA O EDIFICACION CONTIGUA,PRIVADA,ATLIXCO,PRIVADA,PRIVADA DE LA CONCEPCION,PRIVADA,PRIVADA DE LA CONCEPCION,,SN,,,,,COLONIA,CONCEPCION LA CRUZ,,,,72836,21,PUEBLA,119,San Andrés Cholula,0013,San Bernardino Tlaxcalancingo,057A,037,2216450367,MAGIC.CLAEAN83@GMAIL.COM,,Fijo,19.0372025,-98.24821175,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10289854,21119812210002091000000000U3,LAVANDERIA MAGIC CLEAN,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,ANDROMEDA,CALLE,HACIENDA LA CAVIA,CALLE,HACIENDA ZOTOLUCA,CALLE,HACIENDA ZOTOLUCA,1013,,,,,,FRACCIONAMIENTO,GEOVILLAS LA HACIENDA,,,,72197,21,PUEBLA,119,San Andrés Cholula,0013,San Bernardino Tlaxcalancingo,0599,020,2227763339,JOSEFINAAMARO593@GMAIL.COM,,Fijo,19.02845363,-98.24834825,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11407141,21143812210000081000000000U6,LAVANDERIA MAGIC WACH,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,5 DE FEBRERO,CALLE,MIGUEL NEGRETE,CALLE,PARQUE CUAUHTEMOC,CALLE,RODOLFO M. BENAVIDES,,SN,,,,,LOCALIDAD,SAN SALVADOR EL VERDE,,,,74130,21,PUEBLA,143,San Salvador el Verde,0001,San Salvador el Verde,0062,014,,,,Fijo,19.27009175,-98.51748299,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3463414,21114812210007371000000000U5,LAVANDERIA MAGO,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,CHAPALA,CALLE,ZEMPOALA,PROLONGACION,AVENIDA BUGAMBILIAS,CALLE,LAGUNA TAMIAHUA,201,A,,,,,COLONIA,LAGULEÑA,,,,72580,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5339,036,2222334020,,,Fijo,19.00542439,-98.21527054,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3366762,21114812210010761000000000U2,LAVANDERIA MAGY,,812210,Lavanderías y tintorerías,0 a 5 personas,CIRCUITO,JUAN PABLO II,AVENIDA,AQUILES SERDAN,CALLE,INDEPENDENCIA,PRIVADA,BENITO JUAREZ,438,,,,,,COLONIA,SAN BALTAZAR CAMPECHE,,,,72550,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0751,007,2213632937,,,Fijo,19.02007507,-98.20673895,2014-12,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11520682,21132812210001331000000000U7,LAVANDERIA MAJO,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,REFORMA,CALLE,EMILIANO ZAPATA NORTE,AVENIDA,GENERAL FRANCISCO VILLA,CALLE,PRIMERA CERRADA DE EMILIANO ZAPATA NORTE,,SN,,,,,LOCALIDAD,SAN LUCAS ATOYATENCO,,,,74120,21,PUEBLA,132,San Martín Texmelucan,0001,San Martín Texmelucan de Labastida,0393,035,,,,Fijo,19.27789302,-98.42063924,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8187417,21114812210018511000000000U3,LAVANDERIA MAJO,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,133 ORIENTE,PRIVADA,2 C SUR,CALLE,2 B SUR,CALLE,2 C SUR,,SN,,,,,COLONIA,PEDREGAL DE GUADALUPE HIDALGO,,,,72494,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5733,014,2224454232,,,Fijo,18.96924875,-98.23562337,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10601783,21114812210020991000000000U3,LAVANDERIA MALENSHY,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,PRIMERO DE MAYO,CALLE,NINGUNO,CALLE,16 DE SEPTIEMBRE,CALLE,20 DE NOVIEMBRE,40,,,,,,COLONIA,3 DE MAYO,,,,72228,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1641,008,,,,Fijo,19.0859666,-98.16108886,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3255960,21114812210006681100000000U8,LAVANDERIA MANCHITAS,,812210,Lavanderías y tintorerías,0 a 5 personas,PROLONGACION,2 NORTE,PRIVADA,NINGUNO,CALLE,PRIVADA 14 B PONIENTE,PRIVADA,5 DE MAYO,620,,,,,,COLONIA,TLANESSE,,,,72100,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5201,010,2215861668,,,Fijo,19.1044823,-98.22498389,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8106485,21041812210000901000000000U1,LAVANDERIA MANHATTAN,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,URANGA,CALLE,URANGA,CALLE,ALDAMA,CALLE,NINGUNO,,SN,,,,,LOCALIDAD,SANCTORUM,,,,72730,21,PUEBLA,041,Cuautlancingo,0008,Sanctorum,0151,001,,,,Fijo,19.09851854,-98.26400888,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3335453,21119812210000841000000000U3,LAVANDERIA MANTOK,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,13 ORIENTE,CALLE,2 SUR,AVENIDA,16 DE SEPTIEMBRE,CALLE,15 ORIENTE,1,3,,,,,BARRIO,SANTO NIÑO,,,,72810,21,PUEBLA,119,San Andrés Cholula,0001,San Andrés Cholula,0194,034,2226994098,,,Fijo,19.0454788,-98.30177352,2014-12,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3452827,21140812210000341000000000U0,LAVANDERIA MAR,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,FORJADORES DE PUEBLA,CERRADA,CERRADA DE SAN JUAN II,PRIVADA,PRIVADA DE MENDOZA,PRIVADA,SEGUNDA DE SAN JUDAS,,SN,,,,,COLONIA,LOMAS DE SAN JUAN CUAUTLANCINGO,,,,72700,21,PUEBLA,140,San Pedro Cholula,0001,Cholula de Rivadavia,0319,003,,,,Fijo,19.07595682,-98.28295985,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3472173,21114812210009771000000000U4,LAVANDERIA MAR,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,JOSEFA ORTIZ DE DOMINGUEZ PONIENTE,CALLE,CUAUHTEMOC PONIENTE,CALLE,5 DE FEBRERO PONIENTE,CALLE,NINGUNO,127,,,,,,COLONIA,SAN FELIPE HUEYOTLIPAN,,,,72030,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,2550,017,,,,Fijo,19.08874902,-98.2206791,2014-12,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10547936,21114812210021961000000000U5,LAVANDERIA MAR,KARINA RODRIGUEZ,812210,Lavanderías y tintorerías,0 a 5 personas,ANDADOR,SEGUNDA PLAZA DEL ROBLE,ANDADOR,SEGUNDA PLAZA DEL ROBLE,ANDADOR,SEGUNDA PLAZA DEL ROBLE,CALLE,RAFAEL CAÑEDO BENITEZ,3,B,,,2,,UNIDAD HABITACIONAL,SAN BARTOLO,,,,72470,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,410A,020,2227422174,,,Fijo,18.99324774,-98.24028237,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8150100,21114812210014871000000000U5,LAVANDERIA MAR BET,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,21 SUR,CALLE,PRIVADA DE LA 27 PONIENTE,AVENIDA,31 PONIENTE,PRIVADA,CITLALTEPETL,2726,,,,,,COLONIA,VOLCANES,,,,72000,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3722,007,2226648710,,,Fijo,19.04073487,-98.21991991,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3256905,21114812210004161000000000U3,LAVANDERIA MARAVILLAS,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,CORDILLERA CENTRAL,CALLE,SIERRA MONTES URALES,CALLE,SIERRA NEVADA,CALLE,CORDILLERA DE LAS CASCADAS,2234,,,,,,FRACCIONAMIENTO,MARAVILLAS,,,,72220,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3440,001,,,,Fijo,19.07209904,-98.16700756,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3408295,21114812210002901000000000U4,LAVANDERIA MARCLEAN,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,21 PONIENTE,CALLE,5 SUR,PRIVADA,5 SUR A,AVENIDA,23 PONIENTE,505,,,,1,,COLONIA,CENTRO HISTORICO,,,,72423,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3741,020,,MARCLEAN@GMAIL.COM,,Fijo,19.03849284,-98.20641716,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10045917,21119812210001961000000000U8,LAVANDERIA MARELY,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,4 SUR,CALLE,TLATLAUQUITEPEC,PRIVADA,COMAC,CALLE,TETELA,,SN,,,,,PUEBLO,SAN RAFAEL COMAC,,,,72840,21,PUEBLA,119,San Andrés Cholula,0001,San Andrés Cholula,0086,029,2213919414,,,Fijo,19.03448619,-98.30730786,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10199301,21015812210000471000000000U9,LAVANDERIA MARFE,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,NACIONAL,CALLE,7 SUR,CALLE,3 DE MAYO,PRIVADA,PRIMERO DE MAYO,8,,,,,,COLONIA,SAN JUAN,,,,72990,21,PUEBLA,015,Amozoc,0001,Amozoc de Mota,0471,001,,,,Fijo,19.04205412,-98.10202811,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
7445395,21140812210001441000000000U7,LAVANDERIA MARGARITA,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,16 ORIENTE,CALLE,8 NORTE,CALLE,6 NORTE,CALLE,14 ORIENTE,610,1,,,,,BARRIO,DE JESUS TLATEMPA,,,,72770,21,PUEBLA,140,San Pedro Cholula,0001,Cholula de Rivadavia,0501,009,,,,Fijo,19.06615769,-98.2989244,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10656950,21143812210000111000000000U1,LAVANDERIA MARI,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,CAMINO REAL IZTACCIHUATL,CALLE,CAMINO REAL IZTACCIHUATL,PRIVADA,NINGUNO,PRIVADA,NINGUNO,,SN,,,,,LOCALIDAD,ANALCO DE PONCIANO ARRIAGA,,,,74137,21,PUEBLA,143,San Salvador el Verde,0008,Analco de Ponciano Arriaga (Santa Cruz Analco),0170,015,,,,Fijo,19.26193187,-98.504543,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10790146,21114812210019681000000000U3,LAVANDERIA MARIA LUISA,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,GUADALUPE,CALLE,LADRILLERA,CALLE,SAN IGNACIO,CALLE,PINO SUAREZ,332,,,,,,COLONIA,GUADALUPE HIDALGO,,,,72490,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1942,032,2211904589,,,Fijo,18.96988134,-98.24257267,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3370349,21114812210010931000000000U1,LAVANDERIA MARIANN,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,LA MORA,PRIVADA,77 A ORIENTE,CALLE,UNIVERSIDAD AUTONOMA DE YUCATAN,CALLE,NINGUNO,7702,2,,,,,COLONIA,GRANJAS SAN ISIDRO,,,,72587,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5837,031,2225215458,,,Fijo,18.99466117,-98.21188704,2014-12,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11506157,21114812210022161000000000U1,LAVANDERIA MARLA,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,CHABACANO,AVENIDA,BOSQUE DE MANZANILLA,AVENIDA,LOS LAURELES,CALLE,CIRUELO,,SN,,,,,COLONIA,BOSQUES DE MANZANILLA,,,,72307,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1675,021,2227435914,,,Fijo,19.06273782,-98.15012867,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11241345,21114812210019251000000000U5,LAVANDERIA MARTINEZ,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,NICOLAS BRAVO,CALLE,MIGUEL DE LA MADRID HURTADO,CALLE,VICENTE FOX QUESADA,CALLE,VENUSTIANO CARRANZA,,SN,,,,,COLONIA,SAN MIGUEL XONACATEPEC,,,,72940,21,PUEBLA,114,Puebla,0218,Santa María Xonacatepec,6248,009,,,,Fijo,19.07758932,-98.11618053,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8803664,21114812210016841000000000U6,LAVANDERIA MARY,,812210,Lavanderías y tintorerías,0 a 5 personas,AVENIDA,22 ORIENTE,CALLE,40 NORTE,CALLE,NINGUNO,AVENIDA,22 ORIENTE,4003,A,,,,,COLONIA,ITURBIDE,,,,72270,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0446,051,,,,Fijo,19.05102985,-98.17008945,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10714811,21140812210001751000000000U9,LAVANDERIA MARY,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,27 PONIENTE,CALLE,3 SUR,AVENIDA,MIGUEL ALEMAN VALDES,AVENIDA,29 PONIENTE,105,A,,,,,BARRIO,LA MAGDALENA COAPA,,,,72762,21,PUEBLA,140,San Pedro Cholula,0001,Cholula de Rivadavia,0427,026,2223918028,,,Fijo,19.05079388,-98.31342225,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
