id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,decision_clasificacion,per_ocu,direccion_completa_denue,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,ageb,manzana,telefono,correoelec,www,tipounieco,fecha_alta,universo_revision,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,estado_revision_manual,establecimiento_encontrado,nombre_encontrado,giro_observado,evidencia_proceso_humedo,evidencia_mezclilla,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision,causa_revision_explicita,decision_automatica_revision,fuente_inclusion_automatica
10086701,21074812210000601000000000U8,LAVANDERIA MEXICO,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE AQUILES SERDAN NORTE 8, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,AQUILES SERDAN NORTE,CALLE,SAN MARTIN,CALLE,CALLE DEL PRADO,CALLE,SAN MARTIN,8,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,018,2229026114,,,Fijo,2024-11,revision_fuera_universo_productivo,19.21429934,-98.38564064,https://www.google.com/maps/search/?api=1&query=CALLE+AQUILES+SERDAN+NORTE+8+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21429934%2C-98.38564064,https://www.openstreetmap.org/?mlat=19.2142993&mlon=-98.3856406#map=19/19.2142993/-98.3856406,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",MANTENER_EN_REVISION,
8776900,21074812210000521000000000U8,LAVANDERIA MARY,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE REAL DE PUEBLA 10, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REAL DE PUEBLA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,NARCISO MENDOZA,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,025,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.20780984,-98.37742389,https://www.google.com/maps/search/?api=1&query=CALLE+REAL+DE+PUEBLA+10+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20780984%2C-98.37742389,https://www.openstreetmap.org/?mlat=19.2078098&mlon=-98.3774239#map=19/19.2078098/-98.3774239,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",MANTENER_EN_REVISION,
3428103,21074812210000192001000000U8,LAVANDERIA NOVALAV,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,11 a 30 personas,"CALLE LINDA VISTA 3, COLONIA SANTA CRUZ, 74196, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,LINDA VISTA,CALLE,SAN BARTOLO,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,DIVISION DEL NORTE,3,,,,,,COLONIA,SANTA CRUZ,74196,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,011,2211141002,,,Fijo,2010-07,revision_fuera_universo_productivo,19.21681889,-98.38075285,https://www.google.com/maps/search/?api=1&query=CALLE+LINDA+VISTA+3+COLONIA+SANTA+CRUZ+74196+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21681889%2C-98.38075285,https://www.openstreetmap.org/?mlat=19.2168189&mlon=-98.3807528#map=19/19.2168189/-98.3807528,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",MANTENER_EN_REVISION,
3428125,21074812210000182000000000U9,LAVANDERIA SANTA CECILIA,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE JOSEFA ORTIZ DE DOMINGUEZ 5, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,NINGUNO,CALLE,SAN ANTONIO,BOULEVARD,RIO XOCHIAC,5,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,018,2225619194,,,Fijo,2010-07,revision_fuera_universo_productivo,19.21684215,-98.38284012,https://www.google.com/maps/search/?api=1&query=CALLE+JOSEFA+ORTIZ+DE+DOMINGUEZ+5+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21684215%2C-98.38284012,https://www.openstreetmap.org/?mlat=19.2168422&mlon=-98.3828401#map=19/19.2168422/-98.3828401,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",MANTENER_EN_REVISION,
8089562,21074812210000471000000000U6,LAVANDERIA SANTY,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE PORFIRIO DIAZ 36, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,PORFIRIO DIAZ,PRIVADA,JUAREZ,PRIVADA,NINGUNO,CALLE,IXTACUIXTLA SUR,36,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0167,017,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.20207742,-98.38492676,https://www.google.com/maps/search/?api=1&query=CALLE+PORFIRIO+DIAZ+36+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20207742%2C-98.38492676,https://www.openstreetmap.org/?mlat=19.2020774&mlon=-98.3849268#map=19/19.2020774/-98.3849268,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",MANTENER_EN_REVISION,
3428134,21074812210000223001000000U1,LAVANDERIA SANTA MONICA,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,31 a 50 personas,"CALLE ALAMOS 46, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ALAMOS,CALLE,NINGUNO,CALLE,EMILIANO ZAPATA,BOULEVARD,RIO XOCHIAC,46,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,037,,LAVADOSANTAMONICA@YAHOO.COM.MX,,Fijo,2010-07,revision_fuera_universo_productivo,19.21429432,-98.38863919,https://www.google.com/maps/search/?api=1&query=CALLE+ALAMOS+46+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21429432%2C-98.38863919,https://www.openstreetmap.org/?mlat=19.2142943&mlon=-98.3886392#map=19/19.2142943/-98.3886392,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",INCLUIR_POR_MH,mh_filtrado
8089261,21074812210000431000000000U0,LAVANDERIA REY,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"PRIVADA 10 DE MAYO SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,10 DE MAYO,CALLE,PRIMERO DE MAYO,PRIVADA,PRIMERO DE MAYO,PRIVADA,PRIVADA DE IXTACUIXTLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,039,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.21125165,-98.37655998,https://www.google.com/maps/search/?api=1&query=PRIVADA+10+DE+MAYO+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21125165%2C-98.37655998,https://www.openstreetmap.org/?mlat=19.2112517&mlon=-98.3765600#map=19/19.2112517/-98.3765600,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",MANTENER_EN_REVISION,
8089452,21074812210000451001000000U8,LAVANDERIA RUGLAS,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,6 a 10 personas,"CALLE ADOLFO LOPEZ MATEOS 18, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ADOLFO LOPEZ MATEOS,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,SAN ISIDRO,18,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0167,006,2481771786,,,Fijo,2019-11,revision_fuera_universo_productivo,19.20291914,-98.3807764,https://www.google.com/maps/search/?api=1&query=CALLE+ADOLFO+LOPEZ+MATEOS+18+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20291914%2C-98.3807764,https://www.openstreetmap.org/?mlat=19.2029191&mlon=-98.3807764#map=19/19.2029191/-98.3807764,PENDIENTE,,,,,,,,,,,,"SCIAN 812210 y nombre de lavandería sin evidencia explícita de lavado industrial, mezclilla, deslavado o acabado productivo",INCLUIR_POR_MH,mh_filtrado
8692049,21074811499000183001000000U7,TALLER DE MAQUILA,,811499,Reparaci�n y mantenimiento de otros art�culos para el hogar y personales,revisar_maquila_sola,REVISAR,0 a 5 personas,"CALLE CALLE DEL REFUGIO SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,CALLE DEL REFUGIO,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,NINGUNO,CALLE,SAN ANTONIO,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,018,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.21599728,-98.38240275,https://www.google.com/maps/search/?api=1&query=CALLE+CALLE+DEL+REFUGIO+SN+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21599728%2C-98.38240275,https://www.openstreetmap.org/?mlat=19.2159973&mlon=-98.3824027#map=19/19.2159973/-98.3824027,PENDIENTE,,,,,,,,,,,,Nombre de maquila sin evidencia de objeto textil y con SCIAN no manufacturero,MANTENER_EN_REVISION,
9051736,21074811499000172001000000U0,TALLER DE MAQUILA,,811499,Reparaci�n y mantenimiento de otros art�culos para el hogar y personales,revisar_maquila_sola,REVISAR,0 a 5 personas,"CALLE CALLE DEL REFUGIO 29, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,CALLE DEL REFUGIO,PRIVADA,NINGUNO,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,29,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0203,018,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.21530394,-98.38255817,https://www.google.com/maps/search/?api=1&query=CALLE+CALLE+DEL+REFUGIO+29+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21530394%2C-98.38255817,https://www.openstreetmap.org/?mlat=19.2153039&mlon=-98.3825582#map=19/19.2153039/-98.3825582,PENDIENTE,,,,,,,,,,,,Nombre de maquila sin evidencia de objeto textil y con SCIAN no manufacturero,MANTENER_EN_REVISION,
