id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipocencom,nom_cencom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipounieco,latitud,longitud,fecha_alta,localidad_id_analisis,localidad_analisis,poligono_id_analisis,metodo_recorte,criterio_recorte,texto_normalizado,codigo_scian_normalizado,keywords_detectadas,terminos_detectados,grupos_detectados,codigos_regla_detectados,evidencias_detectadas,reglas_activadas,regla_decisiva,categoria_clasificacion,decision_clasificacion,relevancia_ambiental,explicacion_decision,exclusion_fuerte,exclusion_condicional,exclusion_condicional_superada,version_filtro,regla_refinamiento,decision_refinada,prioridad_refinada,motivo_refinamiento,flags_refinamiento
3326123,21074314991000161011000000U1,CORTE DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,BENITO JUAREZ,CALLE,ALAMOS,PRIVADA,EX-HACIENDA DE ARRIBA,CALLE,FRONTERA,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,035,2271250290,,,Fijo,19.21366359,-98.3881916,2014-12,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,corte de pantalon sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw093|kw100|kw101,corte|ropa|pantalon,candidate_textile|production|textile_explicit,315,SCIAN:315:textile_manufacturing|kw093:corte|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 3 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
11073004,21074315229002751000000000U1,CORTE DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,MAGNOLIA,CALLE,INDUSTRIA,CALLE,16 DE SEPTIEMBRE,CALLE,ZARAGOZA,3,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,014,2271064993,,,Fijo,19.21128246,-98.38003737,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,corte de pantalon | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw093|kw100|kw101,corte|ropa|pantalon,candidate_textile|production|textile_explicit,315,SCIAN:315:textile_manufacturing|kw093:corte|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 3 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
8271528,21074315229001641000000000U5,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,XICOHTENCATL,CALLE,REAL DE PUEBLA,CALLE,PALMA,CALLE,PORFIRIO DIAZ,18,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,011,,,,Fijo,19.20887583,-98.38169434,2019-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,deshebrado de pantalon sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw022|kw100|kw101,deshebrado|ropa|pantalon,candidate_textile|denim|production|textile_explicit,315,SCIAN:315:textile_manufacturing|kw022:deshebrado|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil|inc_mezclilla_texto,inc_mezclilla_texto,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Evidencia explícita de mezclilla o jeans; regla decisiva inc_mezclilla_texto; 1 coincidencias SCIAN y 3 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
8089385,21074315229001861000000000U9,DESHEBRADO SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DEL VOLCAN,CALLE,SAN ANTONIO,CALLEJON,VOLCANCITO,CALLE,AQUILES SERDAN SUR,7,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,046,,,,Fijo,19.20865442,-98.38539492999999,2019-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,deshebrado sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw022|kw100,deshebrado|ropa,candidate_textile|denim|production|textile_explicit,315,SCIAN:315:textile_manufacturing|kw022:deshebrado|kw100:ropa,base_saic_textil|base_texto_textil|inc_mezclilla_texto,inc_mezclilla_texto,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Evidencia explícita de mezclilla o jeans; regla decisiva inc_mezclilla_texto; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
11137575,21074314991000311000000000U2,BORDADOS,,314991,"Confecci�n, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,16 DE SEPTIEMBRE,CALLE,IXTACUIXTLA NORTE,CALLE,ZARAGOZA,CALLE,IXTACUIXTLA NORTE,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,020,2482252082,,,Fijo,19.21195405,-98.37814439,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"bordados | | confecci�n, bordado y deshilado de productos textiles",314991,kw070|kw071,bordado|bordados,candidate_textile|production|textile_explicit,314,SCIAN:314:textile_manufacturing|kw070:bordado|kw071:bordados,base_saic_textil|base_texto_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
10178860,21074314991000321000000000U1,BORDADORA SIN NOMBRE,,314991,"Confecci�n, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,RAFAEL ESPINOSA FLORES,CALLE,PORFIRIO DIAZ,CALLE,AQUILES SERDAN SUR,PRIVADA,CHAPULTEPEC,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,017,,,,Fijo,19.20481154,-98.38520812,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"bordadora sin nombre | | confecci�n, bordado y deshilado de productos textiles",314991,kw070,bordado,candidate_textile|production|textile_explicit,314,SCIAN:314:textile_manufacturing|kw070:bordado,base_saic_textil|base_texto_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
9827043,21074314991000301000000000U3,BORDADO DE SERVILLETAS,,314991,"Confecci�n, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,CARRIL A DE AGUA SANTA,PRIVADA,GUADALUPE,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,025,2224857048,,,Fijo,19.20957455,-98.37465899,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"bordado de servilletas | | confecci�n, bordado y deshilado de productos textiles",314991,kw070|kw199,bordado|servilletas,candidate_textile|excluded_name|material_exclusion|production|textile_explicit,314,SCIAN:314:textile_manufacturing|kw070:bordado|kw199:servilletas,base_saic_textil|base_texto_textil|exc_comercio_o_giro_no_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,True,True,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
10939082,21074315223001191000000000U4,CREACIONES MARY,,315223,Confecci�n en serie de uniformes,0 a 5 personas,CALLE,REFORMA,CALLE,VIOLETAS PONIENTE,CALLE,MORELOS,CALLE,MELCHOR OCAMPO,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,009,2271056957,,,Fijo,19.21147172,-98.38285654,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,creaciones mary | | confecci�n en serie de uniformes,315223,,,,315,SCIAN:315:textile_manufacturing,base_saic_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 0 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
11304210,21074315223000561000000000U9,DESHEBRADO,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DE LA GLORIA,CALLE,LOS REYES,CALLE,GLORIA,CALLE,NINGUNO,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,052,,,,Fijo,19.20863774,-98.37699364999999,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,deshebrado | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw022|kw100,deshebrado|ropa,candidate_textile|denim|production|textile_explicit,315,SCIAN:315:textile_manufacturing|kw022:deshebrado|kw100:ropa,base_saic_textil|base_texto_textil|inc_mezclilla_texto,inc_mezclilla_texto,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Evidencia explícita de mezclilla o jeans; regla decisiva inc_mezclilla_texto; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
11539121,21074315223000781000000000U3,DESHEBRA PANTALONES,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,DIVISION DEL NORTE,CALLE,DIVISION DEL NORTE,CALLE,10 DE SEPTIEMBRE,PRIVADA,NINGUNO,,SN,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,059,2271121709,,,Fijo,19.21983429,-98.38307405999998,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,deshebra pantalones | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw100,ropa,candidate_textile|textile_explicit,315,SCIAN:315:textile_manufacturing|kw100:ropa,base_saic_textil|base_texto_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1,conservar_universo_productivo,RETENER,media,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,
