id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipocencom,nom_cencom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipounieco,latitud,longitud,fecha_alta,localidad_id_analisis,localidad_analisis,poligono_id_analisis,metodo_recorte,criterio_recorte,texto_normalizado,codigo_scian_normalizado,keywords_detectadas,terminos_detectados,grupos_detectados,codigos_regla_detectados,evidencias_detectadas,reglas_activadas,regla_decisiva,categoria_clasificacion,decision_clasificacion,relevancia_ambiental,explicacion_decision,exclusion_fuerte,exclusion_condicional,exclusion_condicional_superada,version_filtro,_id_key,fuente_inclusion_hidrica,decision_hidrica_preliminar,dictamen_manual_origen,en_mh
3427188,21074315229001062000000000U4,MAQUILA J-RING-O,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,TRIUNFO,CALLE,REAL DE PUEBLA,CALLE,PALMA,PRIVADA,PRIVADA DE LA PALMA,3,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,015,,,,Fijo,19.20766774,-98.38004855000001,2010-07,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila j-ring-o | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw072|kw100,maquila|ropa,candidate_textile|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw072:maquila|kw100:ropa,base_saic_textil|base_texto_textil,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,3427188,AUDITORIA_MANUAL_MAQUILA,INCLUIR_PRELIMINAR,INCLUIR_MEDIA,False
3427952,21074812210000031010000000U8,MAQUILA DE LAVANDERIA DE PANTALON,,313310,Acabado de productos textiles,0 a 5 personas,CALLE,ZARAGOZA,CALLE,16 DE SEPTIEMBRE,CALLE,INDUSTRIA,CALLE,MAGNOLIA,23,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,014,2211693368,,,Fijo,19.2108461,-98.37936834999998,2010-07,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de lavanderia de pantalon | | acabado de productos textiles,313310,kw042|kw052|kw072|kw101,lavanderia|acabado|maquila|pantalon,candidate_textile|maquila|textile_explicit|wash_generic|wet_specific,313|313310,SCIAN:313:textile_manufacturing|SCIAN:313310:wet_process|kw042:lavanderia|kw052:acabado|kw072:maquila|kw101:pantalon,base_saic_textil|base_texto_textil|inc_humedo_texto|inc_humedo_scian,inc_humedo_texto,lavado_acabado_textil,INCLUIR_ALTA,alta,INCLUIR_ALTA: Proceso húmedo textual o SCIAN específico; regla decisiva inc_humedo_texto; 2 coincidencias SCIAN y 4 coincidencias textuales.,False,False,False,v1,3427952,PROCESO_HUMEDO_CONFIRMADO,INCLUIR_PRELIMINAR,,False
8559575,21074315229001522001000000U7,MAQUILA DE PANTALONES SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,LOS REYES,CALLE,NINGUNO,PRIVADA,PRIVADA DE LA GLORIA,PRIVADA,GLORIA,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,052,,,,Fijo,19.20874706,-98.37678859,2019-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalones sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw072|kw100,maquila|ropa,candidate_textile|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw072:maquila|kw100:ropa,base_saic_textil|base_texto_textil,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,8559575,AUDITORIA_MANUAL_MAQUILA,INCLUIR_PRELIMINAR,INCLUIR_MEDIA,False
3427190,21074315229001243002000000U0,MAQUILA DE PANTALONES SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,PRIVADA DE LA PALMA,CALLE,IXTACUIXTLA SUR,PRIVADA,NINGUNO,CALLE,TRIUNFO,77,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,015,,,,Fijo,19.20763327,-98.37937063000001,2010-07,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalones sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw072|kw100,maquila|ropa,candidate_textile|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw072:maquila|kw100:ropa,base_saic_textil|base_texto_textil,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,3427190,AUDITORIA_MANUAL_MAQUILA,INCLUIR_PRELIMINAR,INCLUIR_MEDIA,False
9811213,21074315229002691000000000U9,MAQUILA DE PANTALONES,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,INDUSTRIA,CALLEJON,CALLEJON DE LA INDUSTRIA,CALLE,INDEPENDENCIA,CALLE,PROVIDENCIA,17,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,007,,,,Fijo,19.21121359,-98.38094548,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalones | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw072|kw100,maquila|ropa,candidate_textile|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw072:maquila|kw100:ropa,base_saic_textil|base_texto_textil,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,9811213,AUDITORIA_MANUAL_MAQUILA,INCLUIR_PRELIMINAR,INCLUIR_ALTA,False
10382850,21074314991000261000000000U9,GILCERJEANS,,314991,"Confecci�n, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MAGNOLIA,PRIVADA,MAGNOLIA,CALLE,INDUSTRIA,CALLE,ZARAGOZA,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,014,2271004885,GILCERJAES@GMAIL.COM,,Fijo,19.21177368,-98.38001572,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"gilcerjeans | | confecci�n, bordado y deshilado de productos textiles",314991,kw070,bordado,candidate_textile|production|textile_explicit,314,SCIAN:314:textile_manufacturing|kw070:bordado,base_saic_textil|base_texto_textil,base_saic_textil,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Manufactura textil por SCIAN o texto productivo; regla decisiva base_saic_textil; 1 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1,10382850,PRODUCCION_MEZCLILLA_AUTOMATICA,INCLUIR_PRELIMINAR,,False
3326137,21074315229001301002000000U6,MAQUILA DE PANTALON FOSIL JEANS,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,REFORMA,CALLE,VIOLETAS PONIENTE,CALLE,MORELOS,CALLE,MELCHOR OCAMPO,15,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,009,2227054744,JOSEROBERTO.JUAREZC@GMAIL.COM,,Fijo,19.21180747,-98.38308957,2014-12,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalon fosil jeans | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw017|kw024|kw072|kw100|kw101,jeans|fosil|maquila|ropa|pantalon,candidate_textile|denim|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw017:jeans|kw024:fosil|kw072:maquila|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil|inc_mezclilla_texto,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 5 coincidencias textuales.,False,False,False,v1,3326137,MAQUILA_MEZCLILLA_AUTOMATICA,INCLUIR_PRELIMINAR,,False
3428204,21074315229000241000000000U5,MAQUILA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CALLE DEL REFUGIO,PRIVADA,NINGUNO,CALLEJON,CALLEJON DEL REFUGIO,CALLE,PROVIDENCIA,22,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,005,,,,Fijo,19.21390585,-98.38287639,2010-07,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalon de mesclilla | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw014|kw072|kw100|kw101,mesclilla|maquila|ropa|pantalon,candidate_textile|denim|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw014:mesclilla|kw072:maquila|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil|inc_mezclilla_texto,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 4 coincidencias textuales.,False,False,False,v1,3428204,MAQUILA_MEZCLILLA_AUTOMATICA,INCLUIR_PRELIMINAR,,False
10099363,21074315223001011000000000U4,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN ISIDRO,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,ADOLFO LOPEZ MATEOS,28,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,006,2271136906,,,Fijo,19.20441257,-98.38004211,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalon de mezclilla sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw013|kw018|kw072|kw100|kw101,mezclilla|pantalon de mezclilla|maquila|ropa|pantalon,candidate_textile|denim|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw013:mezclilla|kw018:pantalon de mezclilla|kw072:maquila|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil|inc_mezclilla_texto,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 5 coincidencias textuales.,False,False,False,v1,10099363,MAQUILA_MEZCLILLA_AUTOMATICA,INCLUIR_PRELIMINAR,,False
3326339,21074315229001291001000000U9,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,NINGUNO,CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),CULTIVO,PRIVADA,NINGUNO,17,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,068,,,,Fijo,19.20577329,-98.37807708,2014-12,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalon de mezclilla sin nombre | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw013|kw018|kw072|kw100|kw101,mezclilla|pantalon de mezclilla|maquila|ropa|pantalon,candidate_textile|denim|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw013:mezclilla|kw018:pantalon de mezclilla|kw072:maquila|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil|inc_mezclilla_texto,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 5 coincidencias textuales.,False,False,False,v1,3326339,MAQUILA_MEZCLILLA_AUTOMATICA,INCLUIR_PRELIMINAR,,True
