id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,regla_decisiva,terminos_detectados,per_ocu,clasificacion_proceso_hidrico,decision_hidrica_automatica,prioridad_hidrica_produccion,causa_decision_hidrica,en_mh,antecedente_mh,nota_antecedente_mh,direccion_completa,tipo_vial,nom_vial,numero_ext,letra_ext,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,telefono,correoelec,www,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,estado_revision_manual,establecimiento_encontrado,actividad_observada,evidencia_textil,evidencia_mezclilla,evidencia_proceso_humedo,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision
10382850,21074314991000261000000000U9,GILCERJEANS,,314991,"Confecci�n, bordado y deshilado de productos textiles",produccion_textil,base_saic_textil,bordado,0 a 5 personas,MEZCLILLA_DENIM_EXPLICITA,INCLUIR_POR_MEZCLILLA,inclusion_precautoria,"El nombre menciona mezclilla, mesclilla, denim o jeans; inclusión precautoria sin asumir que exista lavado",False,NO_APARECE_EN_MH,,"CALLE MAGNOLIA SN, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,MAGNOLIA,,SN,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271004885,GILCERJAES@GMAIL.COM,,19.21177368,-98.38001572,https://www.google.com/maps/search/?api=1&query=CALLE+MAGNOLIA+SN+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21177368%2C-98.38001572,https://www.openstreetmap.org/?mlat=19.2117737&mlon=-98.3800157#map=19/19.2117737/-98.3800157,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
10752388,21074463211002121000000000U5,LEURIS LITIO JEANS HERNANDEZ,FATIMA GARCIA,463211,"Comercio al por menor de ropa, excepto de beb� y lencer�a",produccion_textil,inc_mezclilla_texto,jeans|ropa,0 a 5 personas,MEZCLILLA_DENIM_EXPLICITA,INCLUIR_POR_MEZCLILLA,inclusion_precautoria,"El nombre menciona mezclilla, mesclilla, denim o jeans; inclusión precautoria sin asumir que exista lavado",False,NO_APARECE_EN_MH,,"BOULEVARD RIO XOCHIAC SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",BOULEVARD,RIO XOCHIAC,,SN,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.21428314,-98.3784647,https://www.google.com/maps/search/?api=1&query=BOULEVARD+RIO+XOCHIAC+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21428314%2C-98.3784647,https://www.openstreetmap.org/?mlat=19.2142831&mlon=-98.3784647#map=19/19.2142831/-98.3784647,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
3428228,21074315229000811002000000U5,MAQUILAR PANTALON DE MEZCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,inc_mezclilla_texto,mezclilla|pantalon de mezclilla|ropa|pantalon,0 a 5 personas,MEZCLILLA_DENIM_EXPLICITA,INCLUIR_POR_MEZCLILLA,inclusion_precautoria,"El nombre menciona mezclilla, mesclilla, denim o jeans; inclusión precautoria sin asumir que exista lavado",False,NO_APARECE_EN_MH,,"CALLE GLORIA 4 A, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,GLORIA,4,A,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.20875293,-98.37822862,https://www.google.com/maps/search/?api=1&query=CALLE+GLORIA+4+A+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20875293%2C-98.37822862,https://www.openstreetmap.org/?mlat=19.2087529&mlon=-98.3782286#map=19/19.2087529/-98.3782286,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
3427200,21074315229000551000000000U7,PRETINA Y PRESILLA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,inc_mezclilla_texto,mezclilla|pantalon de mezclilla|ropa|pantalon,0 a 5 personas,MEZCLILLA_DENIM_EXPLICITA,INCLUIR_POR_MEZCLILLA,inclusion_precautoria,"El nombre menciona mezclilla, mesclilla, denim o jeans; inclusión precautoria sin asumir que exista lavado",False,NO_APARECE_EN_MH,,"PRIVADA NINGUNO 6, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,NINGUNO,6,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.20630768,-98.37806532,https://www.google.com/maps/search/?api=1&query=PRIVADA+NINGUNO+6+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20630768%2C-98.37806532,https://www.openstreetmap.org/?mlat=19.2063077&mlon=-98.3780653#map=19/19.2063077/-98.3780653,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
3428080,21074315229000661000000000U4,TALLER DE COSTURA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,inc_mezclilla_texto,mesclilla|ropa|pantalon|costura,0 a 5 personas,MEZCLILLA_DENIM_EXPLICITA,INCLUIR_POR_MEZCLILLA,inclusion_precautoria,"El nombre menciona mezclilla, mesclilla, denim o jeans; inclusión precautoria sin asumir que exista lavado",False,NO_APARECE_EN_MH,,"CALLE PRIMAVERA 5, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,PRIMAVERA,5,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271530036,,,19.21465783,-98.37527847,https://www.google.com/maps/search/?api=1&query=CALLE+PRIMAVERA+5+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21465783%2C-98.37527847,https://www.openstreetmap.org/?mlat=19.2146578&mlon=-98.3752785#map=19/19.2146578/-98.3752785,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
11173772,21074315229002821000000000U2,TALLER DE PANTALLA DE MEZCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,inc_mezclilla_texto,mezclilla|ropa,0 a 5 personas,MEZCLILLA_DENIM_EXPLICITA,INCLUIR_POR_MEZCLILLA,inclusion_precautoria,"El nombre menciona mezclilla, mesclilla, denim o jeans; inclusión precautoria sin asumir que exista lavado",True,VISTO_BUENO_PREVIO_MH,"MH incluyó previamente este ID DENUE; usar como antecedente favorable, sin asumir que confirma proceso húmedo actual","CALLE DONATO GUERRA SN, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,DONATO GUERRA,,SN,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2272230899,,,19.21173695,-98.38154658,https://www.google.com/maps/search/?api=1&query=CALLE+DONATO+GUERRA+SN+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21173695%2C-98.38154658,https://www.openstreetmap.org/?mlat=19.2117369&mlon=-98.3815466#map=19/19.2117369/-98.3815466,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
10122585,21074315223000971000000000U0,ALEJANDRO GARITA JUAREZ,DESHEBRADO DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,inc_mezclilla_texto,deshebrado|ropa|pantalon,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE LOS REYES 33, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,LOS REYES,33,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.2090004,-98.37746816,https://www.google.com/maps/search/?api=1&query=CALLE+LOS+REYES+33+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2090004%2C-98.37746816,https://www.openstreetmap.org/?mlat=19.2090004&mlon=-98.3774682#map=19/19.2090004/-98.3774682,PENDIENTE,,,,,,,,,,,
11382766,21074315229002732000000000U1,ARTEMIO GARCIA SERRANO,MARQUILLA DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,ropa|pantalon,6 a 10 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLEJON CALLEJON DE LA INDUSTRIA 3, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLEJON,CALLEJON DE LA INDUSTRIA,3,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2482144489,,,19.21129201,-98.38151913,https://www.google.com/maps/search/?api=1&query=CALLEJON+CALLEJON+DE+LA+INDUSTRIA+3+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21129201%2C-98.38151913,https://www.openstreetmap.org/?mlat=19.2112920&mlon=-98.3815191#map=19/19.2112920/-98.3815191,PENDIENTE,,,,,,,,,,,
11221708,21074315223001071000000000U8,BOLSA TRACERA,,315223,Confecci�n en serie de uniformes,produccion_textil,base_saic_textil,,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE RIO XOCHIAC 30, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,RIO XOCHIAC,30,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.2130382,-98.37426874,https://www.google.com/maps/search/?api=1&query=CALLE+RIO+XOCHIAC+30+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2130382%2C-98.37426874,https://www.openstreetmap.org/?mlat=19.2130382&mlon=-98.3742687#map=19/19.2130382/-98.3742687,PENDIENTE,,,,,,,,,,,
10939082,21074315223001191000000000U4,CREACIONES MARY,,315223,Confecci�n en serie de uniformes,produccion_textil,base_saic_textil,,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE REFORMA SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REFORMA,,SN,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271056957,,,19.21147172,-98.38285654,https://www.google.com/maps/search/?api=1&query=CALLE+REFORMA+SN+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21147172%2C-98.38285654,https://www.openstreetmap.org/?mlat=19.2114717&mlon=-98.3828565#map=19/19.2114717/-98.3828565,PENDIENTE,,,,,,,,,,,
