id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipocencom,nom_cencom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipounieco,latitud,longitud,fecha_alta,source_path,source_file,source_folder,layer_type,texto_normalizado,regla_base_saic_textil,regla_base_servicio_textil,regla_base_texto_textil,regla_exc_comercio_o_giro_no_textil,flag_candidato_textil,regla_exc_nombre_no_objetivo,regla_exc_actividad_no_objetivo,regla_inc_humedo_texto,regla_inc_humedo_scian,regla_inc_mezclilla_texto,regla_inc_material_textil,match_textil_explicito,match_lavado_no_textil,match_lavado_textil,match_produccion_textil,match_maquila_textil,match_maquila_senal_textil,match_maquila_sola,match_comercio_excluir,match_actividad_no_objetivo,categoria_filtro,relevancia_ambiental,universo_filtro,flag_nuevo_relevante,flag_nuevo_revisar,motivo_clasificacion,keywords_detectadas,grupos_keywords_detectados,etapas_productivas_detectadas,universos_keywords_detectados,niveles_evidencia_detectados,campos_coincidentes,flag_foco_estricto_tratamiento,flag_foco_estricto_mezclilla,flag_foco_estricto_material_textil,flag_foco_textil_estricto,reglas_candidato_activadas,reglas_inclusion_activadas,reglas_exclusion_activadas,decision_filtro_estricto,motivo_decision_filtro,categoria_foco_estricto,_id_key,en_universo_canonico_original,en_mh_filtrado,senales_foco_estricto,nota_metodologica_foco
10182979,21074315223001261000000000U5,MAQUILA PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,GUADALUPE,PRIVADA,AGUA SANTA,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,025,,,,Fijo,19.21083477,-98.37308715,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila pantalon confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10182979,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10228391,21074315223000631000000000U0,MAQUILA PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CARRIL A DE AGUA SANTA,PRIVADA,GUADALUPE,CALLE,PRIMERO DE MAYO,CALLE,PRIMERO DE MAYO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,025,2271071472,,,Fijo,19.20945381,-98.37424312,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila pantalon confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10228391,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
9938752,21074315229002681000000000U0,MAQUILA PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,MAGNOLIA,CALLE,INDUSTRIA,CALLE,PROVIDENCIA,CALLE,DONATO GUERRA,7,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,002,2481594709,,,Fijo,19.21211572,-98.38189756,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila pantalon confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,9938752,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10380905,21074315223000761000000000U5,MAQUILA OVER Y RECTA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,REAL DE PUEBLA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,NARCISO MENDOZA,108,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,025,,,,Fijo,19.20629519,-98.37292543000001,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila over y recta confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10380905,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
3427188,21074315229001062000000000U4,MAQUILA J-RING-O,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,TRIUNFO,CALLE,REAL DE PUEBLA,CALLE,PALMA,PRIVADA,PRIVADA DE LA PALMA,3,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,015,,,,Fijo,19.20766774,-98.38004855000001,2010-07,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila j-ring-o confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,3427188,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
11564564,21074315229002581000000000U2,MAQUILA ELIOM,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,NINGUNO,PRIVADA,16 DE SEPTIEMBRE,PRIVADA,16 DE SEPTIEMBRE,PRIVADA,INDUSTRIA,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,013,,,,Fijo,19.21287767,-98.37843485999998,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila eliom confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,11564564,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
8777526,21074315229002171000000000U2,MAQUILA DESHEBRADO,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,DOMINGO ARENAS,CALLE,VIOLETAS PONIENTE,CALLE,REFORMA,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,009,,,,Fijo,19.211873,-98.38360262,2019-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila deshebrado confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,deshebrado; maquila; ropa,candidate_textile; denim; maquila; production; textile_explicit,confeccion; maquila; mezclilla_jeans,principal; revisar,alta; baja,nombre_unidad; actividad_denue; scian_saic,False,True,True,True,base_saic_textil; base_texto_textil,inc_mezclilla_texto,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,8777526,True,False,inc_mezclilla_texto,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
11133786,21074315229002281000000000U9,MAQUILA DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,PRIVADA,NINGUNO,CALLE,NINGUNO,CALLE,SAN MANUEL,9,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,016,,,,Fijo,19.20687249,-98.38149946999998,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila deshebrado de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,deshebrado; maquila; pantalon; ropa,candidate_textile; denim; maquila; production; textile_explicit,confeccion; maquila; mezclilla_jeans,principal; revisar,alta; baja,nombre_unidad; actividad_denue; scian_saic,False,True,True,True,base_saic_textil; base_texto_textil,inc_mezclilla_texto,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,11133786,True,False,inc_mezclilla_texto,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
3427952,21074812210000031010000000U8,MAQUILA DE LAVANDERIA DE PANTALON,,313310,Acabado de productos textiles,0 a 5 personas,CALLE,ZARAGOZA,CALLE,16 DE SEPTIEMBRE,CALLE,INDUSTRIA,CALLE,MAGNOLIA,23,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,014,2211693368,,,Fijo,19.2108461,-98.37936834999998,2010-07,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de lavanderia de pantalon acabado de productos textiles,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,lavado_acabado_textil,alta,principal,True,False,Lavado deslavado tenido o acabado con contexto textil.,acabado; lavanderia; maquila; pantalon,candidate_textile; maquila; textile_explicit; wash_generic; wet_specific,acabado; confeccion; lavanderia; maquila,revisar,baja; media,nombre_unidad; actividad_denue; scian_saic,True,False,True,True,base_saic_textil; base_texto_textil,inc_humedo_texto; inc_humedo_scian,,lavado_acabado_textil,Lavado deslavado tenido o acabado con contexto textil.,lavado_acabado_textil,3427952,True,False,inc_humedo_texto; inc_humedo_scian,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
11259950,21074315123000061000000000U2,MAQUILA DE FALDA SIN NOMBRE,,315123,Fabricaci�n de ropa exterior de tejido de punto,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,PRIVADA,NINGUNO,CALLE,PORFIRIO DIAZ,CALLE,SAN MANUEL,12,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,016,2224370757,,,Fijo,19.20721255,-98.38229339,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de falda sin nombre fabricaci�n de ropa exterior de tejido de punto,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa; tejido,candidate_textile; maquila; material; production; textile_explicit,confeccion; maquila; tejido,principal; revisar,alta; baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,11259950,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
8559575,21074315229001522001000000U7,MAQUILA DE PANTALONES SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,LOS REYES,CALLE,NINGUNO,PRIVADA,PRIVADA DE LA GLORIA,PRIVADA,GLORIA,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,052,,,,Fijo,19.20874706,-98.37678859,2019-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalones sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,8559575,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
3427190,21074315229001243002000000U0,MAQUILA DE PANTALONES SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,PRIVADA DE LA PALMA,CALLE,IXTACUIXTLA SUR,PRIVADA,NINGUNO,CALLE,TRIUNFO,77,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,015,,,,Fijo,19.20763327,-98.37937063000001,2010-07,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalones sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,3427190,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10601053,21074315223001101000000000U3,MAQUILA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,REAL SAN MATEO,PRIVADA,NINGUNO,CALLE,SAN ANTONIO,PRIVADA,CIELITO LINDO,117,,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,033,,,,Fijo,19.20921951,-98.38851917,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10601053,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10332270,21074315223000491000000000U9,MAQUILA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,PORFIRIO DIAZ,CALLE,NINGUNO,CALLE,NINGUNO,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,058,,,,Fijo,19.2056451,-98.38293756,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10332270,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10388706,21074315223000991000000000U8,MAQUILA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN ISIDRO,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,ADOLFO LOPEZ MATEOS,15,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,006,,,,Fijo,19.2050312,-98.38268607,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10388706,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
11252324,21074315123000041000000000U4,MAQUILA DE PANTALON SIN NOMBRE,,315123,Fabricaci�n de ropa exterior de tejido de punto,0 a 5 personas,CALLEJON,5 DE MAYO,PRIVADA,EL VOLCAN,CALLE,AQUILES SERDAN SUR,CALLE,NINGUNO,2,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,064,,,,Fijo,19.20680384,-98.38587376,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre fabricaci�n de ropa exterior de tejido de punto,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa; tejido,candidate_textile; maquila; material; production; textile_explicit,confeccion; maquila; tejido,principal; revisar,alta; baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,11252324,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
11541569,21074315223001211000000000U0,MAQUILA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,RAFAEL SERRANO,CALLE,PORFIRIO DIAZ,CALLE,EL VOLCAN,CALLE,FLORES MAGON,17,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,003,,,,Fijo,19.20739716,-98.38433142,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,11541569,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
9811213,21074315229002691000000000U9,MAQUILA DE PANTALONES,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,INDUSTRIA,CALLEJON,CALLEJON DE LA INDUSTRIA,CALLE,INDEPENDENCIA,CALLE,PROVIDENCIA,17,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,007,,,,Fijo,19.21121359,-98.38094548,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalones confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,9811213,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10498672,21074315223000111000000000U3,MAQUILA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,EL VOLCAN,CALLE,FLORES MAGON,CALLE,RAFAEL SERRANO,CALLE,PORFIRIO DIAZ,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,003,2271340287,,,Fijo,19.20764246,-98.38465467,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,10498672,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
11119423,21074315223000241000000000U8,MAQUILA DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN MIGUEL,PRIVADA,AQUILES SERDAN,CALLE,SAN JOSE,CALLE,AQUILES SERDAN SUR,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0237,003,2225858764,,,Fijo,19.20732084,-98.38821535000001,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,maquila de pantalon sin nombre confecci�n en serie de otra ropa exterior de materiales textiles,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,maquila_textil,media,principal,True,False,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila; pantalon; ropa,candidate_textile; maquila; textile_explicit,confeccion; maquila,revisar,baja,nombre_unidad; actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,maquila_textil,Maquila combinada con prendas confeccion mezclilla u otra senal textil.,maquila_textil,11119423,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
10382850,21074314991000261000000000U9,GILCERJEANS,,314991,"Confecci�n, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MAGNOLIA,PRIVADA,MAGNOLIA,CALLE,INDUSTRIA,CALLE,ZARAGOZA,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,014,2271004885,GILCERJAES@GMAIL.COM,,Fijo,19.21177368,-98.38001572,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue2026,"gilcerjeans confecci�n, bordado y deshilado de productos textiles",True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,produccion_textil,media,principal,True,False,Actividad manufacturera textil explicita por SCIAN y/o texto.,bordado,candidate_textile; production; textile_explicit,bordado,revisar,media,actividad_denue; scian_saic,False,False,True,True,base_saic_textil; base_texto_textil,,,produccion_textil,Actividad manufacturera textil explicita por SCIAN y/o texto.,produccion_textil,10382850,False,False,sin senal estricta,Clasificacion directa SAIC -> DENUE -> filtro explicito. El resultado no sustituye al canonico original ni constituye evidencia de descarga o contaminacion.
