legacy_id,legacy_clee,legacy_nom_estab,legacy_raz_social,legacy_codigo_act,legacy_nombre_act,legacy_per_ocu,legacy_tipo_vial,legacy_nom_vial,legacy_tipo_v_e_1,legacy_nom_v_e_1,legacy_tipo_v_e_2,legacy_nom_v_e_2,legacy_tipo_v_e_3,legacy_nom_v_e_3,legacy_numero_ext,legacy_letra_ext,legacy_edificio,legacy_edificio_e,legacy_numero_int,legacy_letra_int,legacy_tipo_asent,legacy_nomb_asent,legacy_tipoCenCom,legacy_nom_CenCom,legacy_num_local,legacy_cod_postal,legacy_cve_ent,legacy_entidad,legacy_cve_mun,legacy_municipio,legacy_cve_loc,legacy_localidad,legacy_ageb,legacy_manzana,legacy_telefono,legacy_correoelec,legacy_www,legacy_tipoUniEco,legacy_latitud,legacy_longitud,legacy_fecha_alta,legacy__id_key,legacy_en_universo_hidrico_preliminar,legacy_en_mh,legacy_resultado_comparacion,legacy_razon_situacion,id_comparacion,actual_d_llave,actual_clee,actual_nom_est,actual_raz_soc,actual_cve_scian,actual_desc_scian,actual_Descripcion estrato personal ocupado,actual_Tipo de vialidad,actual_Nombre de la vialidad,actual_Tipo de entre vialidad 1,actual_Nombre de entre vialidad 1,actual_Tipo de entre vialidad 2,actual_Nombre de entre vialidad 2,actual_Tipo de entre vialidad 3,actual_Nombre de entre vialidad 3,actual_Numero exterior o kilometro,actual_Letra exterior,actual_Edificio,actual_Edificio Piso,actual_Numero interior,actual_Letra interior,actual_Tipo de asentamiento humano,actual_Nombre de asentamiento humano,actual_Tipo centro comercial,"actual_Corredor industrial, centro comercial o mercado publico",actual_Numero de local,actual_Codigo Postal,actual_Clave entidad,actual_Entidad federativa,actual_Clave municipio,actual_Municipio,actual_cve_loc,actual_localidad,actual_Area geoestadistica basica,actual_Manzana,actual_Numero de telefono,actual_Correo electronico,actual_Sitio en Internet,actual_Tipo de establecimiento,actual_Latitud,actual_Longitud,actual_Fecha de incorporacion al DENUE,actual_coincide_filtro_scian,actual_coincide_filtro_texto,actual_textil,actual_mezclilla,actual_humedo_explicito,actual_lavado_generico,actual_produccion,actual_maquila,actual_proceso_seco_explicito,actual_scian_textil,actual_scian_acabado_humedo,actual_scian_lavanderia,actual_sector_textil,actual_evidencia_hidrica,resultado_comparacion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10086701,10086701,21074812210000601000000000U8,LAVANDERIA MEXICO,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,AQUILES SERDAN NORTE,CALLE,SAN MARTIN,CALLE,CALLE DEL PRADO,CALLE,SAN MARTIN,8,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,018,2229026114,,,Fijo,19.21429934,-98.38564064,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10122585,10122585,21074315223000971000000000U0,ALEJANDRO GARITA JUAREZ,DESHEBRADO DE PANTALON,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,LOS REYES,CALLE,LA PIEDAD,CALLE,CALLE DEL CARMEN,CALLE,JUAN PIZACO,33,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,049,,,,Fijo,19.2090004,-98.37746816,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10262715,10262715,21074313310000111000000000U0,IMPRESOS EN SERVILLETAS PARA RECUERDO,,313310,Acabado de productos textiles,0 a 5 personas,CALLE,MAGNOLIA,CALLE,INDUSTRIA,CALLE,PROVIDENCIA,CALLE,DONATO GUERRA,4,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,002,2484922581,,,Fijo,19.21216914,-98.38222036,2024-11,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10344313,10344313,21074812210000951000000000U7,PLANCHA DE PANTALON,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,PRIVADA,GLORIA,CALLE,LOS REYES,27,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,052,,,,Fijo,19.20788768,-98.37592313,2024-11,True,True,True,False,False,False,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10451408,10451408,21074812210000861000000000U8,STONE LAV,STON LAV ,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,SAUCE,CALLE,CIPRES,CALLE,AHUEHUETES,CALLE,MELCHOR OCAMPO,6,,,,,,COLONIA,GUADALUPE,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,053,,ADMINISTRACION1@STONELAV.COM,,Fijo,19.21703648,-98.37353551,2024-11,True,True,False,True,True,False,False,False,False,False,False,True,INCLUIR,SI,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10483301,10483301,21074315229002461000000000U7,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,CIELITO LINDO,PRIVADA,NINGUNO,PRIVADA,GUADALUPE,PRIVADA,GUADALUPE,20,,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,033,,,,Fijo,19.20732028,-98.38949209,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10830903,10830903,21074315229002621000000000U6,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,DOMINGO ARENAS,CALLE,AQUILES SERDAN SUR,CALLE,NOGALES,CALLE,AQUILES SERDAN SUR,45,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,030,,,,Fijo,19.21134481,-98.3856217,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10876257,10876257,21074812210000751000000000U1,LAVANDERIA MA & MA,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,EL REBOZO,CALLE,VIOLETAS PONIENTE,CALLE,DOMINGO ARENAS,CALLE,PERITAS,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,017,2271099351,,,Fijo,19.21136579,-98.38497712,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10965648,10965648,21074315223000881000000000U1,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,TEYUCA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,SAUCE,,SN,,,,,COLONIA,GUADALUPE,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,033,,,,Fijo,19.21811505,-98.37231129,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10966285,10966285,21074315223001301000000000U9,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,21,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,032,,,,Fijo,19.20761424,-98.37519692,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
