id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,regla_decisiva,terminos_detectados,per_ocu,clasificacion_proceso_hidrico,decision_hidrica_automatica,prioridad_hidrica_produccion,causa_decision_hidrica,en_mh,antecedente_mh,nota_antecedente_mh,direccion_completa,tipo_vial,nom_vial,numero_ext,letra_ext,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,telefono,correoelec,www,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,estado_revision_manual,establecimiento_encontrado,actividad_observada,evidencia_textil,evidencia_mezclilla,evidencia_proceso_humedo,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision
10122585,21074315223000971000000000U0,ALEJANDRO GARITA JUAREZ,DESHEBRADO DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,inc_mezclilla_texto,deshebrado|ropa|pantalon,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE LOS REYES 33, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,LOS REYES,33,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.2090004,-98.37746816,https://www.google.com/maps/search/?api=1&query=CALLE+LOS+REYES+33+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2090004%2C-98.37746816,https://www.openstreetmap.org/?mlat=19.2090004&mlon=-98.3774682#map=19/19.2090004/-98.3774682,PENDIENTE,,,,,,,,,,,
11382766,21074315229002732000000000U1,ARTEMIO GARCIA SERRANO,MARQUILLA DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,ropa|pantalon,6 a 10 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLEJON CALLEJON DE LA INDUSTRIA 3, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLEJON,CALLEJON DE LA INDUSTRIA,3,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2482144489,,,19.21129201,-98.38151913,https://www.google.com/maps/search/?api=1&query=CALLEJON+CALLEJON+DE+LA+INDUSTRIA+3+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21129201%2C-98.38151913,https://www.openstreetmap.org/?mlat=19.2112920&mlon=-98.3815191#map=19/19.2112920/-98.3815191,PENDIENTE,,,,,,,,,,,
11221708,21074315223001071000000000U8,BOLSA TRACERA,,315223,Confecci�n en serie de uniformes,produccion_textil,base_saic_textil,,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE RIO XOCHIAC 30, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,RIO XOCHIAC,30,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.2130382,-98.37426874,https://www.google.com/maps/search/?api=1&query=CALLE+RIO+XOCHIAC+30+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2130382%2C-98.37426874,https://www.openstreetmap.org/?mlat=19.2130382&mlon=-98.3742687#map=19/19.2130382/-98.3742687,PENDIENTE,,,,,,,,,,,
10939082,21074315223001191000000000U4,CREACIONES MARY,,315223,Confecci�n en serie de uniformes,produccion_textil,base_saic_textil,,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE REFORMA SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REFORMA,,SN,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271056957,,,19.21147172,-98.38285654,https://www.google.com/maps/search/?api=1&query=CALLE+REFORMA+SN+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21147172%2C-98.38285654,https://www.openstreetmap.org/?mlat=19.2114717&mlon=-98.3828565#map=19/19.2114717/-98.3828565,PENDIENTE,,,,,,,,,,,
3326283,21074461190000381010000000U5,DISE�O DE ROPA A LA MEDIDA,,315225,Confecci�n de prendas de vestir sobre medida,produccion_textil,base_saic_textil,prendas de vestir|ropa|sobre medida,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE SAN ANTONIO 8, COLONIA SAN ANTONIO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,SAN ANTONIO,8,,,,COLONIA,SAN ANTONIO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.20923132,-98.38722989,https://www.google.com/maps/search/?api=1&query=CALLE+SAN+ANTONIO+8+COLONIA+SAN+ANTONIO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20923132%2C-98.38722989,https://www.openstreetmap.org/?mlat=19.2092313&mlon=-98.3872299#map=19/19.2092313/-98.3872299,PENDIENTE,,,,,,,,,,,
10275055,21074315223000151000000000U9,ELABORACION DE FALDA ESCOLAR,,315223,Confecci�n en serie de uniformes,produccion_textil,base_saic_textil,elaboracion,0 a 5 personas,ACABADO_PREPARADO_AMBIGUO,REVISAR,revision,"El nombre indica acabado, terminado, preparado o elaboración sin describir el proceso",False,NO_APARECE_EN_MH,,"BOULEVARD RIO XOCHIAC SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",BOULEVARD,RIO XOCHIAC,,SN,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271165155,,,19.21427257,-98.37722516,https://www.google.com/maps/search/?api=1&query=BOULEVARD+RIO+XOCHIAC+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21427257%2C-98.37722516,https://www.openstreetmap.org/?mlat=19.2142726&mlon=-98.3772252#map=19/19.2142726/-98.3772252,PENDIENTE,,,,,,,,,,,
8776952,21074315229002131001000000U6,ELABORACION DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,elaboracion|ropa|pantalon,6 a 10 personas,ACABADO_PREPARADO_AMBIGUO,REVISAR,revision,"El nombre indica acabado, terminado, preparado o elaboración sin describir el proceso",False,NO_APARECE_EN_MH,,"CALLE REAL DE LA POSTA SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REAL DE LA POSTA,,SN,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.21459216,-98.37712277,https://www.google.com/maps/search/?api=1&query=CALLE+REAL+DE+LA+POSTA+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21459216%2C-98.37712277,https://www.openstreetmap.org/?mlat=19.2145922&mlon=-98.3771228#map=19/19.2145922/-98.3771228,PENDIENTE,,,,,,,,,,,
11119679,21074315223000201000000000U2,ELABORACION DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,elaboracion|ropa|pantalon,0 a 5 personas,ACABADO_PREPARADO_AMBIGUO,REVISAR,revision,"El nombre indica acabado, terminado, preparado o elaboración sin describir el proceso",False,NO_APARECE_EN_MH,,"CALLE PRIMERO DE MAYO SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,PRIMERO DE MAYO,,SN,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271125315,,,19.21075,-98.37597872,https://www.google.com/maps/search/?api=1&query=CALLE+PRIMERO+DE+MAYO+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21075%2C-98.37597872,https://www.openstreetmap.org/?mlat=19.2107500&mlon=-98.3759787#map=19/19.2107500/-98.3759787,PENDIENTE,,,,,,,,,,,
3538483,21074315229001255003000000U4,HERA APPAREL,HERA APPAREL,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,ropa,51 a 100 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",True,VISTO_BUENO_PREVIO_MH,"MH incluyó previamente este ID DENUE; usar como antecedente favorable, sin asumir que confirma proceso húmedo actual","OTRO(ESPECIFIQUE) PORFIRIO D�AZ SN, COLONIA SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",OTRO(ESPECIFIQUE),PORFIRIO D�AZ,,SN,,,COLONIA,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,MARTIN.JUAREZ@HERA.COM.MX,,19.19542489,-98.38726817,https://www.google.com/maps/search/?api=1&query=OTRO%28ESPECIFIQUE%29+PORFIRIO+D%EF%BF%BDAZ+SN+COLONIA+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.19542489%2C-98.38726817,https://www.openstreetmap.org/?mlat=19.1954249&mlon=-98.3872682#map=19/19.1954249/-98.3872682,PENDIENTE,,,,,,,,,,,
9706371,21074315229002251000000000U2,JAVIER SANDOVAL CORDERO,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,ropa,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE MAGNOLIA 7, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,MAGNOLIA,7,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271161968,,,19.21211572,-98.38189756,https://www.google.com/maps/search/?api=1&query=CALLE+MAGNOLIA+7+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21211572%2C-98.38189756,https://www.openstreetmap.org/?mlat=19.2121157&mlon=-98.3818976#map=19/19.2121157/-98.3818976,PENDIENTE,,,,,,,,,,,
10724349,21074315229002943000000000U4,LIDER CORDOBA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,base_saic_textil,ropa,11 a 30 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"CALLE ALDAMA 4, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ALDAMA,4,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2272766826,,,19.21018665,-98.3815298,https://www.google.com/maps/search/?api=1&query=CALLE+ALDAMA+4+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21018665%2C-98.3815298,https://www.openstreetmap.org/?mlat=19.2101867&mlon=-98.3815298#map=19/19.2101867/-98.3815298,PENDIENTE,,,,,,,,,,,
10264760,21074315223000821000000000U7,MAQUILA,,315223,Confecci�n en serie de uniformes,produccion_textil,base_saic_textil,maquila,0 a 5 personas,PRODUCCION_SIN_PROCESO_DECLARADO,REVISAR,revision,"DENUE confirma producción textil, pero el nombre no permite determinar si el proceso usa agua",False,NO_APARECE_EN_MH,,"PRIVADA NINGUNO SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,NINGUNO,,SN,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,2271165488,,,19.22151569,-98.37533035,https://www.google.com/maps/search/?api=1&query=PRIVADA+NINGUNO+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.22151569%2C-98.37533035,https://www.openstreetmap.org/?mlat=19.2215157&mlon=-98.3753303#map=19/19.2215157/-98.3753303,PENDIENTE,,,,,,,,,,,
