d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica
6379587,21140315229000224103000000U0,A&R PUEBLA SPORTWEAR,A & R PUEBLA SPORTWEAR,315229,Confección en serie de otra ropa exterior de materiales textiles,101 a 250 personas,CARRETERA,12 PONIENTE,CALLE,6 Sur,CALLE,Magueyales,OTRO(ESPECIFIQUE),Camino Real Exhacienda San Bartolo,727,,,,,,COLONIA,SAN JUAN TLAUTLA,,,,72750,21,PUEBLA,140,San Pedro Cholula,0001,Cholula de Rivadavia,0304,041,,SPORTWEARPUEBLA@YAHOO.COM.MX,,Fijo,19.09204699,-98.33781512,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
9433931,21118315225000061000000000U0,AB ATELIER ALTA COSTURA,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,AVENIDA,JUAREZ,CARRETERA,NACIONAL MEXICO VERACRUZ VIA JALAPA,PRIVADA,REFORMA,CALLE,INDEPENDENCIA,,SN,,,,,LOCALIDAD,SAN JUAN ACOZAC,,,,75410,21,PUEBLA,118,Los Reyes de Juárez,0001,Los Reyes de Juárez,0074,017,2491520280,,,Fijo,18.96237659,-97.82394824,2023-11,True,True,True,False,False,False,False,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA
8213656,21114314991000811000000000U5,ABC BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,11 SUR,AVENIDA,OLIVOS,PRIVADA,NINGUNO,CALLE,TABACHINES,12311,A,,,,,COLONIA,SAN FRANCISCO MAYORAZGO,,,,72480,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5413,018,2221324269,,,Fijo,18.98533437,-98.25037017,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA
11691450,21114313310000301000000000U1,ACABADO DE PRODUCTOS TEXTILES SIN NOMBRE,PLAYERAS VAZCO,313310,Acabado de productos textiles,0 a 5 personas,CALLE,AVENIDA 36 PONIENTE,CIRCUITO,UNIDAD HABITACIONAL PROFESOR JORGE MURAD,CALLE,35 NORTE,BOULEVARD,NORTE,,SN,,,3302,,COLONIA,JORGE MURAD,,,,72044,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0126,001,2228136512,ADMVEN.CAZCO@GMAIL.COM,,Fijo,19.07198574,-98.21020224,2024-11,True,True,False,False,True,False,False,False,False,True,True,False,INCLUIR,SI
11444838,21114313310000253000000000U4,ACABADOS ANUAR,,313310,Acabado de productos textiles,11 a 30 personas,CALLE,ANTIGUO CAMINO A LA RESURRECCION,PRIVADA,PARAISO,CALLE,RESURRECCION SUR,PRIVADA,RESURRECCION PONIENTE,10428,32,,,,,PARQUE INDUSTRIAL,LA RESURRECCION,,,,72228,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1641,033,,ANUARAAC@GMAIL.COM,,Fijo,19.08300258,-98.16052031,2024-11,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI
3344947,21114313210000483011000000U9,ACABADOS ANUAR,,313310,Acabado de productos textiles,0 a 5 personas,CALLE,ANTIGUO CAMINO A LA RESURRECCION,PRIVADA,PARAISO,CALLE,RESURRECCION SUR,PRIVADA,RESURRECCION PONIENTE,10428,,,,,,PARQUE INDUSTRIAL,LA RESURRECCION,,,,72228,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1641,033,,,,Fijo,19.08293087,-98.16060671,2014-12,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI
6378673,21114313310000165000000000U0,ACABADOS RIO TEJO,ACABADOS RIO TEJO,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,PUEBLA-TLAXCALA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,OTRO(ESPECIFIQUE),RIO ATOYAC,5003,A,,,,,COLONIA,SAN JERONIMO CALERAS,,,,72100,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3101,002,2223432480,ACA.RIOTEJO@OUTLOOK.COM,,Fijo,19.10981831,-98.22903214,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI
6378340,21140313310000015001000000U2,ACABADOS TEXTILES BORIN,ACABADOS TEXTILES BORIN,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,5 PONIENTE,CALLE,11 SUR,CALLE,13 SUR,AVENIDA,3 PONIENTE,1113,,,,,,COLONIA,CENTRO,,,,72760,21,PUEBLA,140,San Pedro Cholula,0001,Cholula de Rivadavia,0056,033,,DIRECCION.ADMINISTRATIVO@ACTEXBORIN.COM,,Fijo,19.06508856,-98.31618504,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI
9430004,21156313310000365000000000U7,ACABADOS TEXTILES DE TEHUACAN,ACABADOS TEXTILES DE TEHUACAN,313310,Acabado de productos textiles,51 a 100 personas,CALLE,NINGUNO,CALLE,20 ORIENTE,PRIVADA,22 ORIENTE,OTRO(ESPECIFIQUE),NINGUNO,2001,,,,,,COLONIA,LOS REYES,,,,75720,21,PUEBLA,156,Tehuacán,0001,Tehuacán,1340,091,,TEXTILES.ACATEX@GMAIL.COM,,Fijo,18.476555,-97.39134769,2023-11,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI
6378672,21114313320000035000000000U4,ACAFINTEX,ACABADOS FINOS TEXTILES,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,PRIMERA DE CUAUHTÉMOC,PRIVADA,NINGUNO,PRIVADA,SEGUNDA PRIVADA CUAUHTÉMOC,PRIVADA,DOMINGO ARENAS,148,,,,,,COLONIA,AGRICOLA IGNACIO ZARAGOZA,,,,72100,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3116,021,,CONTABILIDAD@ACAFINTEX.COM,WWW.ACAFINTEX.COM,Fijo,19.12513292,-98.22614097,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI
